Scenario,Country,Energy_carrier,Sector,Region,Name_Region,Subsector,Application,Technologie,latitude,longitude,Unit,2021,2025,2030,2035,2040,2045,2050,index_right0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE239,Schwandorf,Cement clinker,CO2 capture,,49.21283244,12.02825695,CO2-Abscheidung [Mt/a],0.6515050155225336,0.6515050155225336,0.5700668885822169,0.6179716691353444,0.5652764105269041,0.5173716299737767,0.5173716299737767,152.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE25C,Weißenburg-Gunzenhausen,Cement clinker,CO2 capture,,48.88491246,10.99769729,CO2-Abscheidung [Mt/a],0.22538610550891314,0.22538610550891314,0.197212842320299,0.21378535007830732,0.19555559154449817,0.17898308378648986,0.17898308378648986,145.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE26A,Main-Spessart,Cement clinker,CO2 capture,,49.808461,9.617891279,CO2-Abscheidung [Mt/a],0.47044937919281604,0.47044937919281604,0.4116432067937141,0.44623507291083286,0.40818402018200217,0.3735921540648834,0.3735921540648834,110.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE26A,Main-Spessart,Cement clinker,CO2 capture,,49.95500488,9.768510452,CO2-Abscheidung [Mt/a],0.4283991762499014,0.4283991762499014,0.37484927921866373,0.4063492186488036,0.37169928527564977,0.34019934584551,0.34019934584551,110.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE27D,Donau-Ries,Cement clinker,CO2 capture,,48.77673247,10.70031679,CO2-Abscheidung [Mt/a],0.442258676145937,0.442258676145937,0.3869763416276949,0.4194953619325432,0.3837244395972101,0.35120541929236176,0.35120541929236176,374.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE409,Märkisch-Oderland,Cement clinker,CO2 capture,,52.48906926,13.83692917,CO2-Abscheidung [Mt/a],0.9669457600911833,0.9669457600911833,0.8460775400797854,0.9171764930276666,0.8389676447849974,0.7678686918371163,0.7678686918371163,605.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEE0C,Salzlandkreis,Cement clinker,CO2 capture,,51.81637521,11.7496466,CO2-Abscheidung [Mt/a],0.504121874082268,0.504121874082268,0.4411066398219846,0.47817442468097493,0.4373998613360856,0.4003320764770953,0.4003320764770953,608.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEE08,Burgenlandkreis,Cement clinker,CO2 capture,,51.27111178,11.65470263,CO2-Abscheidung [Mt/a],0.6907205724452428,0.6907205724452428,0.6043805008895874,0.655168778275267,0.5993016731510195,0.5485133957653399,0.5485133957653399,253.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEG06,Eichsfeld,Cement clinker,CO2 capture,,51.36275973,10.48356827,CO2-Abscheidung [Mt/a],0.7878802814203509,0.7878802814203509,0.6893952462428071,0.7473276198766564,0.6836020088794222,0.6256696352455728,0.6256696352455728,610.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA38,Warendorf,Cement clinker,CO2 capture,,51.76024596,8.073171242,CO2-Abscheidung [Mt/a],0.21346361358792948,0.21346361358792948,0.18678066188943832,0.20247651582972723,0.1852110764954094,0.1695152225551205,0.1695152225551205,423.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE732,Fulda,Lime ,CO2 capture,,50.58432,9.509245,CO2-Abscheidung [Mt/a],0.033370271206883656,0.025954655383131735,0.03114558645975808,0.025954655383131735,0.023729970636006157,0.02224684747125577,0.02224684747125577,279.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEG0L,Greiz,Lime ,CO2 capture,,50.808852,12.09295,CO2-Abscheidung [Mt/a],0.053444486245335994,0.041567933746372444,0.04988152049564693,0.041567933746372444,0.038004967996683375,0.03562965749689066,0.03562965749689066,537.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE918,Northeim,Lime ,CO2 capture,,51.647707,10.087452,CO2-Abscheidung [Mt/a],0.024607025992987662,0.01913879799454596,0.02296655759345515,0.01913879799454596,0.017498329595013448,0.016404683995325107,0.016404683995325107,395.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE409,Märkisch-Oderland,Lime ,CO2 capture,,52.490088,13.838051,CO2-Abscheidung [Mt/a],0.0945492594806113,0.07353831292936433,0.0882459755152372,0.07353831292936433,0.06723502896399025,0.06303283965374086,0.06303283965374086,605.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE916,Goslar,Lime ,CO2 capture,,51.844586,10.18979,CO2-Abscheidung [Mt/a],0.15346207885908228,0.1193593946681751,0.14323127360181012,0.1193593946681751,0.10912858941090296,0.10230805257272152,0.10230805257272152,384.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE226,Kelheim,Lime ,CO2 capture,,48.89095,11.93212,CO2-Abscheidung [Mt/a],0.14012201489813172,0.10898378936521355,0.13078054723825627,0.10898378936521355,0.09964232170533811,0.09341467659875448,0.09341467659875448,55.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA1A,"Wuppertal, Kreisfreie Stadt",Lime ,CO2 capture,,51.247683,7.044583,CO2-Abscheidung [Mt/a],0.11501481335892975,0.08945596594583426,0.1073471591350011,0.08945596594583426,0.08178831172190561,0.07667654223928651,0.07667654223928651,422.0
