Scenario,Country,Energy_carrier,Sector,Region,Name_Region,Subsector,Application,Technologie,latitude,longitude,Unit,2021,2025,2030,2035,2040,2045,2050,index_right0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEF0F,Stormarn,municipal waste incinerator.,CO2 capture,,53.61928167,10.22454263,CO2-Abscheidung [Mt/a],0.0,0.010882859489740786,0.06339513530043278,0.1553245053476865,0.23009238941143909,0.31966531943521165,0.31966531943521165,455.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEF02,"Kiel, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,54.30732536,10.11106695,CO2-Abscheidung [Mt/a],0.0,0.004408246883083867,0.02567904215378868,0.06291625534731508,0.09320198054568973,0.12948468638768068,0.12948468638768068,350.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEF04,"Neumünster, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,54.08296008,9.991024976,CO2-Abscheidung [Mt/a],0.0,0.014636757225664739,0.08526244463188455,0.2089016290354312,0.3094597009603183,0.4299296226739397,0.4299296226739397,481.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE502,"Bremerhaven, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,53.54791285,8.618005844,CO2-Abscheidung [Mt/a],0.0,0.00981523719718537,0.057175992275558446,0.1400869747477869,0.2075200347362208,0.288305746934289,0.288305746934289,560.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE929,Region Hannover,municipal waste incinerator.,CO2 capture,,52.41181994,9.853183896,CO2-Abscheidung [Mt/a],0.0,0.009505282340692084,0.05537043463852916,0.13566317557898228,0.20096677053139933,0.2792013549953114,0.2792013549953114,18.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE923,Hameln-Pyrmont,municipal waste incinerator.,CO2 capture,,52.09886943,9.388399411,CO2-Abscheidung [Mt/a],0.0,0.014946712085562478,0.08706800228874556,0.21332542825282552,0.3160129652371189,0.43903401471291725,0.43903401471291725,32.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA41,"Bielefeld, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,52.04256866,8.606256608,CO2-Abscheidung [Mt/a],0.0,0.013500256074975995,0.0786420665699487,0.1926810319373784,0.28543106532670215,0.396546851931022,0.396546851931022,424.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE733,Hersfeld-Rotenburg,municipal waste incinerator.,CO2 capture,,50.89329975,9.998113272,CO2-Abscheidung [Mt/a],0.0,0.009987434340816457,0.058179079858296394,0.14254464096887492,0.21116073709622576,0.2933637424892765,0.2933637424892765,280.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE737,Werra-Meißner-Kreis,municipal waste incinerator.,CO2 capture,,51.31809877,9.849197432,CO2-Abscheidung [Mt/a],0.0,0.011606087495034029,0.0676081031598312,0.16564670350541005,0.24538333936664747,0.34090890082615927,0.34090890082615927,29.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE917,Helmstedt,municipal waste incinerator.,CO2 capture,,52.17005009,10.97775118,CO2-Abscheidung [Mt/a],0.0,0.016737562380006683,0.0975001131531866,0.238885156961859,0.3538762697955664,0.49163716850478756,0.49163716850478756,385.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA11,"Düsseldorf, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.22567324,6.823001879,CO2-Abscheidung [Mt/a],0.0,0.01601433437471344,0.09328714529378818,0.22856295880413544,0.33858531984035806,0.47039358711383994,0.47039358711383994,262.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA1A,"Wuppertal, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.22530548,7.142813468,CO2-Abscheidung [Mt/a],0.0,0.014016847509273712,0.08165132933799427,0.20005403064923222,0.2963531724786962,0.4117208386959846,0.4117208386959846,422.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA13,"Essen, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.51543051,7.000263248,CO2-Abscheidung [Mt/a],0.0,0.023349932702930256,0.13601867637395376,0.33325953995853674,0.49367924057811147,0.6858641980363085,0.6858641980363085,278.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA36,Recklinghausen,municipal waste incinerator.,CO2 capture,,51.55651615,7.163425563,CO2-Abscheidung [Mt/a],0.0,0.02324661441743249,0.13541682382827733,0.33178494023560184,0.4914948191765042,0.682829400723316,0.682829400723316,333.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA17,"Oberhausen, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.48445156,6.833353809,CO2-Abscheidung [Mt/a],0.0,0.024451994422850107,0.142438436907443,0.34898860378321805,0.5169797356965391,0.7182353696082288,0.7182353696082288,293.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA1F,Wesel,municipal waste incinerator.,CO2 capture,,51.51888436,6.576413074,CO2-Abscheidung [Mt/a],0.0,0.007438916613714576,0.04333338362584202,0.1061711808773362,0.15727834213936054,0.21850540823546113,0.21850540823546113,467.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE94B,Grafschaft Bentheim,municipal waste incinerator.,CO2 capture,,52.64359116,6.743193082,CO2-Abscheidung [Mt/a],0.0,0.01319030121848271,0.07683650893291942,0.1882572327685738,0.2788778011218807,0.3874424599920445,0.3874424599920445,78.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA27,Rhein-Erft-Kreis,municipal waste incinerator.,CO2 capture,,50.85657379,6.843649809,CO2-Abscheidung [Mt/a],0.0,0.011158374918869637,0.06500007542884717,0.15925677129170943,0.23591751317305126,0.32775811230319174,0.32775811230319174,434.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA23,"Köln, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.00697387,6.95076623,CO2-Abscheidung [Mt/a],0.0,0.009092009195296583,0.05296302443599173,0.12976477663865305,0.1922290848529916,0.2670621656433414,0.2670621656433414,425.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA24,"Leverkusen, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.04231769,7.004202226,CO2-Abscheidung [Mt/a],0.0,0.0053036720286037415,0.030895097576093343,0.07569611967753695,0.11213363278892392,0.1557862632336158,0.1557862632336158,426.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA2D,Städteregion Aachen,municipal waste incinerator.,CO2 capture,,50.83799406,6.309584565,CO2-Abscheidung [Mt/a],0.0,0.012949225216718296,0.07543218631311993,0.18481650004933262,0.2737808178034779,0.380361266195062,0.380361266195062,311.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEB35,"Mainz, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,50.02531317,8.238395845,CO2-Abscheidung [Mt/a],0.0,0.011158374918869637,0.06500007542884717,0.15925677129170943,0.23591751317305126,0.32775811230319174,0.32775811230319174,324.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA53,"Hagen, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.37760265,7.470674478,CO2-Abscheidung [Mt/a],0.0,0.0035128217341595367,0.02046298671165229,0.05013639096850348,0.07427032823047638,0.10318310944174552,0.10318310944174552,513.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA58,Märkischer Kreis,municipal waste incinerator.,CO2 capture,,51.39629471,7.694113505,CO2-Abscheidung [Mt/a],0.0,0.003581700592292863,0.020864221748713815,0.05111945746665664,0.07572660918887421,0.10520630768374054,0.10520630768374054,498.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEA54,"Hamm, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,51.68005645,7.744793049,CO2-Abscheidung [Mt/a],0.0,0.008609857191767753,0.050154379196392776,0.12288331120017067,0.18203511821618598,0.25289977804937624,0.25289977804937624,254.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE712,"Frankfurt am Main, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,50.16154591,8.635373723,CO2-Abscheidung [Mt/a],0.0,0.014636757225664739,0.08526244463188455,0.2089016290354312,0.3094597009603183,0.4299296226739397,0.4299296226739397,8.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE711,"Darmstadt, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,49.88413133,8.646306785,CO2-Abscheidung [Mt/a],0.0,0.00650905203742581,0.037916710675090726,0.09289978327374288,0.13761854938093787,0.1911922322185285,0.1911922322185285,7.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE712,"Frankfurt am Main, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,50.08841603,8.536830837,CO2-Abscheidung [Mt/a],0.0,0.020422581257797306,0.11896618744757684,0.29147921415145045,0.43178730038604773,0.5998782735015206,0.5998782735015206,8.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEC01,Regionalverband Saarbrücken,municipal waste incinerator.,CO2 capture,,49.21427798,6.834734802,CO2-Abscheidung [Mt/a],0.0,0.008609857191767753,0.050154379196392776,0.12288331120017067,0.18203511821618598,0.25289977804937624,0.25289977804937624,286.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEC03,Neunkirchen,municipal waste incinerator.,CO2 capture,,49.33814164,7.168402938,CO2-Abscheidung [Mt/a],0.0,0.0047870805977104774,0.027885834827879482,0.06832312101427285,0.101211525708909,0.14061227656865322,0.14061227656865322,288.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DEB34,"Ludwigshafen am Rhein, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,49.4846822,8.426356422,CO2-Abscheidung [Mt/a],0.0,0.006026900033896982,0.03510806543549177,0.0860183178352605,0.12742458274413226,0.1770298446245634,0.1770298446245634,323.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE126,"Mannheim, Stadtkreis",municipal waste incinerator.,CO2 capture,,49.52138192,8.452455526,CO2-Abscheidung [Mt/a],0.0,0.021800158410250462,0.1269908881293122,0.31114054396874447,0.46091291933806666,0.6403422380414208,0.6403422380414208,392.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE111,"Stuttgart, Stadtkreis",municipal waste incinerator.,CO2 capture,,48.81536144,9.21974465,CO2-Abscheidung [Mt/a],0.0,0.01656536523637559,0.09649702557044865,0.23642749074077093,0.35023556743556145,0.48657917294979997,0.48657917294979997,120.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE114,Göppingen,municipal waste incinerator.,CO2 capture,,48.68215533,9.67147521,CO2-Abscheidung [Mt/a],0.0,0.0053036720286037415,0.030895097576093343,0.07569611967753695,0.11213363278892392,0.1557862632336158,0.1557862632336158,409.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE132,Breisgau-Hochschwarzwald,municipal waste incinerator.,CO2 capture,,47.89019999,7.616442196,CO2-Abscheidung [Mt/a],0.0,0.005854702890265895,0.03410497785275382,0.08356065161417248,0.12378388038412731,0.17197184906957588,0.17197184906957588,185.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE214,Altötting,municipal waste incinerator.,CO2 capture,,48.1851535,12.73465747,CO2-Abscheidung [Mt/a],0.0,0.007817750328341188,0.045540176299932816,0.11157804654429396,0.1652878873025798,0.22963299841643367,0.22963299841643367,88.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE211,"Ingolstadt, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,48.76434856,11.4929663,CO2-Abscheidung [Mt/a],0.0,0.007817750328341188,0.045540176299932816,0.11157804654429396,0.1652878873025798,0.22963299841643367,0.22963299841643367,214.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE271,"Augsburg, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,48.4021359,10.93321948,CO2-Abscheidung [Mt/a],0.0,0.00798994747537673,0.0465432639025025,0.11403571281397172,0.16892858973456393,0.23469099407142122,0.23469099407142122,593.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE21N,Weilheim-Schongau,municipal waste incinerator.,CO2 capture,,47.79751704,10.85914082,CO2-Abscheidung [Mt/a],0.0,0.003788337163288387,0.02206792684006667,0.05406865691252639,0.0800954519920885,0.11127590230972557,0.11127590230972557,103.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE273,"Kempten (Allgäu), Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,47.75886348,10.31910309,CO2-Abscheidung [Mt/a],0.0,0.004821520028479368,0.02808645235632611,0.06881465428764429,0.10193966622409749,0.14162387573965074,0.14162387573965074,595.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE254,"Nürnberg, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,49.4355257,11.05546787,CO2-Abscheidung [Mt/a],0.0,0.0080588263301056,0.04694449891973229,0.11501877926353514,0.1703848706209826,0.2367141922134162,0.2367141922134162,177.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE239,Schwandorf,municipal waste incinerator.,CO2 capture,,49.31003496,12.0878943,CO2-Abscheidung [Mt/a],0.0,0.01949271668150854,0.11354951449682556,0.2782078165478572,0.41212750762762507,0.572565097484588,0.572565097484588,152.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE243,"Coburg, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,50.28528837,10.95486873,CO2-Abscheidung [Mt/a],0.0,0.00406385259582169,0.023672866988312773,0.058000922905139016,0.08592057582567979,0.1193686952777056,0.1193686952777056,283.0
Orientierungsszenario_Strom,DE,process_emissions,Industry,DE263,"Würzburg, Kreisfreie Stadt",municipal waste incinerator.,CO2 capture,,49.79269022,9.994592822,CO2-Abscheidung [Mt/a],0.0,0.006405733751928049,0.0373148581294143,0.091425183550808,0.13543412797933072,0.18815743490553596,0.18815743490553596,148.0
